WKT,highway,noname,name,surface,maxspeed,ref,service,oneway,lanes,tracktype,smoothness,source_1
"LINESTRING (-7000942.91981782 -2941417.23360793,-7000996.93899141 -2941477.54858083,-7001014.01427261 -2941510.78261985,-7001003.07931817 -2941542.81340632)",track,,,,,,,,,grade3,bad,
"LINESTRING (-7001170.98719412 -2940885.53281493,-7001086.91800374 -2940853.5711028,-7001076.51669333 -2940854.43191925,-7001068.37441877 -2940861.99933784,-7001062.95733383 -2940874.51884574,-7000915.32070991 -2941187.86604716)",track,,,,,,,,,grade3,bad,
"LINESTRING (-7000532.98301265 -2940612.51490025,-7000503.84944417 -2940603.11941988,-7000475.12067835 -2940594.03726312,-7000446.3858199 -2940584.9367916,-7000429.71763082 -2940578.38199379,-7000414.54623207 -2940571.77067001,-7000387.35738043 -2940562.16733299,-7000358.71987697 -2940547.671483,-7000323.56327225 -2940533.47984234,-7000286.72279736 -2940517.54568868,-7000255.5859389 -2940504.51069132,-7000203.97854782 -2940473.39619897)",track,yes,,,,,,,,,,
"LINESTRING (-7000203.97854782 -2940473.39619897,-7000050.70503426 -2940894.88039475)",track,,,,,,,,,grade3,bad,
"LINESTRING (-7002545.19790921 -2938373.71662381,-7002554.93561325 -2938349.81671874,-7002564.48012784 -2938308.65930578,-7002566.66906921 -2938290.12339784,-7002556.74804414 -2938260.70399891,-7002542.73202427 -2938221.92278103,-7002552.8165047 -2938178.22719642,-7002551.88587519 -2938151.86197841,-7002551.51585234 -2938121.53902325,-7002560.13149539 -2938101.29513517,-7002555.41515743 -2938073.40796283,-7002573.28212094 -2938045.80938599)",track,yes,,,,,,,,,,
"LINESTRING (-7002358.47867231 -2936654.08419076,-7002095.63723946 -2936943.42149069,-7002182.29228433 -2936978.20322056,-7002121.2310357 -2937114.42022508)",track,yes,,,,,,,,,,
"LINESTRING (-7002542.73202427 -2938221.92278103,-7002516.91327368 -2938181.51183914,-7002509.9822421 -2938162.32047253,-7002488.37092668 -2938120.48344273,-7002488.10507499 -2938080.76772105,-7002485.75495098 -2938050.19478547,-7002494.85825303 -2938014.18259509)",track,yes,,,,,,,,,,
"LINESTRING (-7002772.64474345 -2939734.28698632,-7002497.4175199 -2939529.16822077,-7001844.81201702 -2939013.38741868,-7001494.86585459 -2938734.04155692,-7001262.81068721 -2938551.47821255,-7001011.59945602 -2938348.25267287,-7000744.50581828 -2938132.6550745,-7000521.77243114 -2938070.71594289)",track,yes,,,,,,,,,,
"LINESTRING (-7000307.52813203 -2938006.31338771,-7000521.77243114 -2938070.71594289,-7000407.68418066 -2938291.60080473,-7000352.67271601 -2938379.62186944,-7000038.94213094 -2938309.75702423,-6999792.15969714 -2938240.78789925,-6999626.96968335 -2938199.65756171,-6999723.50583123 -2937851.97709728,-6999860.23121321 -2937339.42339585,-6999930.91553368 -2937096.23731283,-6999984.32236615 -2936912.2920636,-7000015.8677414 -2936799.64791467,-7000029.53023605 -2936736.0982641,-7000053.49233939 -2936667.72399546,-7000072.49462306 -2936600.37642847,-7000382.46109085 -2936694.50662742,-7000687.27906845 -2936791.0280537)",track,yes,,,,,,,,,,
"LINESTRING (-7000291.19485313 -2938002.00411974,-7000357.28534202 -2937788.52406961,-7000438.37217914 -2937545.71551541,-7000520.52528722 -2937286.6311811,-7000687.27906845 -2936791.0280537,-7000741.04356607 -2936488.13466532,-7000816.20495513 -2936479.01621935,-7000824.34107616 -2936403.2274187)",track,yes,,,,,,,,,,
"LINESTRING (-7000089.74995468 -2939122.28102654,-7000028.23487458 -2938982.15770687,-7000010.16089561 -2938924.46021002,-7000023.23598333 -2938847.87617713,-7000010.01645452 -2938746.89942622,-6999975.43198002 -2938599.06341625,-6999989.15072168 -2938470.92287779,-7000009.71814928 -2938400.12823307,-7000038.94213094 -2938309.75702423)",track,yes,,,,,,,,,,
"LINESTRING (-7000307.52813203 -2938006.31338771,-7000291.19485313 -2938002.00411974,-6999723.50583123 -2937851.97709728,-6999195.21678247 -2937702.95105668,-6999156.94386121 -2937701.29246577,-6999088.84985444 -2937723.68284346,-6999044.03311993 -2937749.27465019,-6998999.02101861 -2937842.22901106,-6998967.42001981 -2937898.7272921,-6998934.25044307 -2937925.91580843,-6998854.94713957 -2937956.2790001,-6998759.72044894 -2937951.78193792,-6998685.04839162 -2937932.00797071,-6998603.64718685 -2937901.62203481)",track,yes,,,,,,,,,,
"LINESTRING (-6999860.23121321 -2937339.42339585,-6999347.26105463 -2937155.4876332)",track,yes,,,,,,,,,,
"LINESTRING (-7000029.53023605 -2936736.0982641,-6999856.79098305 -2936676.7979395,-6999748.25204362 -2936638.75307159,-6999625.26164106 -2936590.03377723)",track,yes,,,,,,,,,,
"LINESTRING (-6998893.70611835 -2936669.15900074,-6998922.34810577 -2936660.77451205,-6998938.69005872 -2936659.202396,-6999059.79335195 -2936696.21308067,-6999066.38829 -2936706.89185612,-6999069.49517119 -2936721.00526027)",track,yes,,,,,,,,,,
"LINESTRING (-6998901.0401246 -2937121.50990946,-6998856.45801208 -2937237.41064342,-6998726.20926456 -2937565.29084643,-6998631.13839342 -2937791.73089135,-6998598.99449127 -2937875.46761134,-6998603.64718685 -2937901.62203481,-6998610.98863676 -2937919.25154861,-6998578.02888153 -2938006.72237419,-6998523.53079595 -2938182.66026265,-6998506.04495631 -2938239.91510989,-6998497.85330159 -2938275.29336132,-6998444.95646679 -2938437.48270999,-6998436.75955949 -2938468.70750826,-6998424.76105045 -2938488.71639764,-6998394.25093939 -2938564.95418629,-6998372.80625073 -2938620.76469048,-6998366.83364471 -2938653.38377364)",track,yes,,,,,,,,,,
"LINESTRING (-7007145.10588157 -2936421.66552101,-7007208.68881128 -2936419.04473744,-7007267.3458123 -2936414.42766727,-7007309.0681851 -2936393.59083407,-7007339.55876282 -2936359.35275831,-7007366.83318344 -2936301.39131044,-7007403.53270089 -2936243.07928898)",track,yes,,,,,,,,,,
"LINESTRING (-7004973.08352953 -2935361.27600051,-7004943.05457923 -2935401.09071284,-7004905.3935713 -2935433.90853519)",track,yes,,,,,,,,,,
"LINESTRING (-7006542.49643102 -2935374.57775031,-7006365.41754974 -2935309.90830217,-7006227.56984943 -2935255.46654359,-7006115.72902467 -2935212.23638066,-7006002.17646461 -2935169.60937431,-7005902.57679005 -2935136.13812323)",track,yes,,,,,,,,,,
"LINESTRING (-7006973.13882048 -2936027.74199497,-7006941.25809865 -2936022.78383104,-7006918.47732609 -2936020.47472196,-7006888.86537265 -2935985.09789837,-7006855.45737259 -2935925.17190467,-7006844.94620338 -2935875.05575206,-7006837.25825486 -2935818.22378331,-7006809.8422323 -2935708.99458677,-7006792.15161592 -2935658.6106741,-7006759.82349656 -2935534.84166432,-7006741.46062949 -2935468.4582235,-7006725.60291166 -2935447.51140265,-7006706.45829557 -2935440.83491606,-7006542.49643102 -2935374.57775031,-7006535.78251358 -2935363.68203948,-7006465.00543884 -2935163.14327049,-7006413.22775809 -2935034.8358797,-7006342.11467071 -2934850.29397897,-7006245.21610155 -2934749.48024915,-7006163.62033026 -2934657.97912177,-7006155.05593727 -2934639.59889226,-7006152.85583138 -2934618.07416118,-7005821.07278518 -2934738.72103466)",track,yes,,,,,,,,,,
"LINESTRING (-7007632.48049994 -2933364.81312557,-7007299.48607547 -2933500.20230296,-7007074.95811602 -2933555.92608555,-7007025.22328381 -2933565.97752159,-7006973.97913575 -2933581.66474565,-7006938.52167047 -2933595.14467898,-7006921.77860932 -2933599.0702054,-7006908.35550116 -2933597.87191184)",track,yes,,,,,,,,,,
"LINESTRING (-7007474.79643178 -2932943.92768044,-7006806.21637863 -2933217.15394842)",track,yes,,,,,,,,,,
"LINESTRING (-6999946.40102451 -2935898.93463506,-6999918.46926983 -2935911.50324262,-6999886.20095237 -2935922.45199355,-6999833.98854853 -2935945.28553422,-6999680.91854899 -2936004.07900173,-6999650.91318139 -2936024.80188222,-6999638.334644 -2936041.31106387,-6999644.46759248 -2936063.79509496,-6999647.45442274 -2936085.58606464,-6999646.96222839 -2936107.94324937,-6999634.46709425 -2936152.12063423,-6999615.67392024 -2936187.09381433,-6999602.10904877 -2936212.67804694,-6999597.08902935 -2936238.69996631,-6999590.23880285 -2936276.9698746)",track,yes,,,,,,,,,,
"LINESTRING (-6998283.58435477 -2935902.83423697,-6998274.12653332 -2935943.2320631,-6998256.66671057 -2936030.94236051,-6998251.62046335 -2936054.04244104,-6998263.36931052 -2936068.23119059,-6998273.82339379 -2936081.77448875,-6998272.73478105 -2936092.848077,-6998258.99262152 -2936098.04238409,-6998238.33629361 -2936100.24049694,-6998212.94847924 -2936169.25115505,-6998199.99980753 -2936224.42196519,-6998155.66704801 -2936322.86257194,-6998120.49366198 -2936386.63560496,-6997958.23821873 -2936338.50577276,-6997931.94992651 -2936331.93061617)",track,,,,,,,,,,,
"LINESTRING (-6999157.70098426 -2936256.85793017,-6999014.58162818 -2936184.82802493,-6998732.24831929 -2936053.92357647,-6998611.11006766 -2936009.48619317,-6998283.58435477 -2935902.83423697,-6997912.69735317 -2935782.06960329)",track,yes,,,,,,,,,,
"LINESTRING (-6999011.80641917 -2935239.20548482,-6998732.24831929 -2936053.92357647)",track,yes,,,,,,,,,,
"LINESTRING (-7001149.04318303 -2935150.15801137,-7001358.04722603 -2935144.77942905,-7001570.95198047 -2935130.25588267,-7001550.36722619 -2935023.33147882,-7001496.93649155 -2934876.22215563,-7001473.67969826 -2934872.34308396,-7001460.49845533 -2934860.25215714,-7001246.28734405 -2934867.71262386,-7001220.91418377 -2934860.51856809,-7000982.69450746 -2934865.21722933,-7000809.20106608 -2934869.5666196,-7000766.25187404 -2935124.2524999,-7000740.91357471 -2935252.09591688,-7000730.22144966 -2935347.16300986,-7000629.23495423 -2935336.51714392,-7000579.87717459 -2935334.55577997,-7000544.18855573 -2935346.13596195,-7000463.5148937 -2935367.10762887,-7000419.29561084 -2935366.06397672,-7000398.1425594 -2935362.02368312,-7000283.74812604 -2935321.16644727,-7000198.55775988 -2935287.51426784,-7000189.20934839 -2935274.12454884,-7000163.87307073 -2935267.20526525,-7000152.36742083 -2935229.9394908,-7000144.54603656 -2935022.99265615,-7000126.54032883 -2934789.03743149,-6999874.22247772 -2934794.47852504,-6999835.87414313 -2934789.19410068,-6999825.61675708 -2934779.55333839,-6999819.39536099 -2934761.13150906,-6999815.7309458 -2934740.12198979,-6999800.74884519 -2934710.99867987,-6999788.91016098 -2934696.20354185,-6999772.43648891 -2934677.84337653,-6999755.47143046 -2934668.18705073,-6999725.20043605 -2934659.6495252,-6999683.12061814 -2934646.56365035,-6999631.26808366 -2934629.9375461,-6999578.43379227 -2934620.5031151,-6999528.67777663 -2934610.0238619,-6999499.92867019 -2934600.9703515,-6999469.11958198 -2934585.75828332,-6999447.99973273 -2934558.72027153,-6999430.40062221 -2934516.7711438,-6999414.84946686 -2934470.72855721,-6999415.22048145 -2934431.25616549,-6999413.54939043 -2934395.89579756,-6999401.18964312 -2934379.55910797,-6999383.19529495 -2934366.85515109,-6999345.72765937 -2934357.32367254,-6999087.13370787 -2934306.79897471,-6999058.59162761 -2934306.62284621,-6999034.56718387 -2934306.65289899,-6998887.19749741 -2934273.84475025,-6998688.21238212 -2934235.78060954,-6998548.22299207 -2934216.00735265,-6998405.56107681 -2934182.05706217,-6998055.5107317 -2934108.79382187)",track,yes,,,,,,,,,,
"LINESTRING (-7004351.73618724 -2931684.90137813,-7003748.90333366 -2931690.95769727)",track,,,,,,,,,,,
"LINESTRING (-6999142.97479589 -2935281.17384913,-6999083.78211977 -2935151.05413255,-6999027.6321931 -2935026.82182658,-6998961.31293192 -2934923.21689009,-6998932.68477417 -2934850.19491816,-6998940.35527409 -2934833.69206653,-6998980.90570821 -2934698.80519377,-6998992.34062231 -2934628.72246014,-6999057.75469061 -2934408.60570757,-6999072.40465265 -2934352.00456931,-6999075.45394877 -2934319.87409343,-6999058.59162761 -2934306.62284621)",track,yes,,,,,,,,,,
"LINESTRING (-6998177.02370388 -2934727.00535718,-6998180.22758132 -2934761.0000534,-6998180.81347451 -2934783.049937,-6998170.65781256 -2934808.72550411,-6998159.47268688 -2934831.35274251,-6998146.36898321 -2934893.94989058,-6998122.09710681 -2934979.16767248,-6998107.37756822 -2935037.809417)",track,yes,,,,,,,,,,
"LINESTRING (-6998548.22299207 -2934216.00735265,-6998486.14649699 -2934361.76287111,-6998478.982161 -2934388.1442284,-6998486.45617548 -2934423.0858373,-6998509.4339741 -2934524.30371948,-6998515.47844181 -2934557.3767432,-6998514.16080652 -2934591.74138011,-6998476.80633557 -2934721.01346644,-6998453.22253346 -2934795.27665275)",track,yes,,,,,,,,,,
"LINESTRING (-6998264.72070599 -2933729.61434114,-6998241.93275383 -2933741.38559121,-6998219.9371411 -2933744.16786093,-6998186.84029603 -2933741.83653171,-6998162.44698403 -2933745.9038623,-6998131.63900056 -2933755.89539831,-6998102.87923024 -2933751.1701895,-6998077.25938832 -2933759.87059678,-6998053.89223863 -2933775.29749284,-6998045.99121767 -2933800.43470209,-6998036.39171307 -2933819.12789596,-6998038.72091523 -2933838.47799826,-6998046.63572791 -2933857.77349655,-6998051.51439996 -2933884.67043103,-6998044.5965542 -2933909.94430967,-6998036.25670265 -2933926.81767323,-6998019.46466479 -2933936.73624869,-6998008.88128726 -2933955.29241838,-6998001.25470539 -2933979.88560821,-6997992.6458804 -2934002.92917191,-6997985.70981845 -2934022.60051629,-6997979.06934181 -2934044.50481735,-6997981.66815131 -2934061.88001889,-6997993.08711685 -2934081.86863424,-6998006.75996071 -2934095.95447547,-6998029.346321 -2934103.24766293,-6998055.5107317 -2934108.79382187)",track,yes,,,,,,,,,,
"LINESTRING (-6997534.38191974 -2934499.79357516,-6997527.5025702 -2934525.9520786,-6997519.29669039 -2934544.64028907,-6997507.06146114 -2934573.59921286,-6997489.0100142 -2934579.72716091,-6997463.77735732 -2934584.07682677,-6997448.51589111 -2934590.19907666,-6997432.53163552 -2934587.21359915,-6997424.32718083 -2934604.48883657,-6997388.34015493 -2934619.97976271,-6997378.26795917 -2934623.39890595,-6997363.42676991 -2934632.18221995,-6997328.83692404 -2934640.64956836,-6997309.0453523 -2934636.13224528)",track,yes,,,,,,,,,,
"LINESTRING (-6997443.65309626 -2933339.09346301,-6997452.53321241 -2933347.31397868,-6997526.64580968 -2933331.04501985)",track,yes,,,,,,,,,,
"LINESTRING (-7010962.4868512 -2933224.94069882,-7010823.46989411 -2933273.8814165,-7010685.87574829 -2933339.37497069)",track,yes,,,,,,,,,,
"LINESTRING (-7010573.71655155 -2933082.86825926,-7010685.87574829 -2933339.37497069,-7010755.06548263 -2933497.6197939,-7010805.38450739 -2933573.03041147)",track,yes,,,,,,,,,,
"LINESTRING (-7008694.83826537 -2932763.62593886,-7008829.21092329 -2932740.23975146,-7008931.75012556 -2932713.9589132,-7009101.01980104 -2932692.40495628,-7009234.30162429 -2932650.52948746)",track,yes,,,,,,,,,,
"LINESTRING (-7008955.69793729 -2933296.24940601,-7008915.43589322 -2933248.86661802,-7008785.90789608 -2933073.59508503,-7008754.43422863 -2933031.18086594,-7008732.67070512 -2932982.04411992,-7008721.08525506 -2932907.18830626,-7008694.83826537 -2932763.62593886,-7008645.10496854 -2932525.27022157,-7008598.91608144 -2932277.16255328)",track,yes,,,,,,,,,,
"LINESTRING (-7008919.09996839 -2932260.83271853,-7008937.41042726 -2932345.39761503,-7008960.27660289 -2932413.0195239,-7008988.72477608 -2932466.73204855,-7009048.93752893 -2932507.94687582,-7009110.12935817 -2932536.81718019,-7009164.12522123 -2932559.5857015,-7009216.09809511 -2932591.61088771,-7009227.00841613 -2932623.8788545,-7009234.30162429 -2932650.52948746,-7009266.96086303 -2932731.94269976,-7009301.62957292 -2932798.97988304,-7009314.7954476 -2932878.4499478,-7009331.0239663 -2932956.87920853,-7009340.29404816 -2933036.11521093)",track,yes,,,,,,,,,,
"LINESTRING (-7008598.91608144 -2932277.16255328,-7008633.32292763 -2932282.58267148,-7008759.00331914 -2932268.98873199,-7008863.11389521 -2932252.4367533,-7008919.09996839 -2932260.83271853)",track,yes,,,,,,,,,,
"LINESTRING (-7008076.90421368 -2932591.63673651,-7007750.82399459 -2932202.28662348,-7007482.34815595 -2932335.60174871)",track,yes,,,,,,,,,,
"LINESTRING (-7008598.91608144 -2932277.16255328,-7008552.38919023 -2932217.23861766,-7008527.98410738 -2932205.95926376,-7008508.22555302 -2932209.60117259,-7008501.74853409 -2932179.10901741,-7008466.10117556 -2932145.86546276,-7008422.6195579 -2932090.40130894,-7008349.19186041 -2932081.09107375,-7008292.75176725 -2932081.44072358,-7008248.14921739 -2932091.45843905,-7008223.51842754 -2932094.68679807,-7008200.36024933 -2932076.87650506,-7008173.00484919 -2932041.63591705,-7008146.22357499 -2932018.19109853,-7008120.0505559 -2932016.79930826,-7008079.59036999 -2932039.12159184,-7008032.48865169 -2932062.00023143,-7007951.0446154 -2932099.95549151,-7007783.59936103 -2932182.57815491,-7007750.82399459 -2932202.28662348)",track,yes,,,,,,,,,,
"LINESTRING (-7008148.06211292 -2930645.39320721,-7008377.96293079 -2931322.33793163)",track,yes,,,,,,,,,,
"LINESTRING (-7008362.13523704 -2930574.25478039,-7008148.06211292 -2930645.39320721,-7007725.91733533 -2930806.11787825)",track,yes,,,,,,,,,,
"LINESTRING (-7007558.22529346 -2930439.69139789,-7007570.46526749 -2930458.15625031,-7007725.91733533 -2930806.11787825,-7007972.76003115 -2931413.94606862)",track,yes,,,,,,,,,,
"LINESTRING (-7008162.77995287 -2930100.29018057,-7008232.7474706 -2930181.43959846,-7008271.10967915 -2930269.46849842,-7008307.62296578 -2930402.67119073,-7008343.89895734 -2930484.54376492,-7008361.19511946 -2930566.04702781,-7008362.13523704 -2930574.25478039,-7008370.80055166 -2930650.14590914,-7008387.43455839 -2930699.30177093,-7008581.5684393 -2931269.29286252)",track,yes,,,,,,,,,,
"LINESTRING (-7001459.95009101 -2945203.05895727,-7001476.07996369 -2945173.02666315,-7001476.26901113 -2945117.88624975,-7001487.56002034 -2945086.27579612,-7001508.46513683 -2945048.20230138,-7001505.99792808 -2945024.96689384,-7001498.58569202 -2945012.53126955)",track,,,,,,,,,,,
"LINESTRING (-7001890.88471186 -2944900.41596098,-7001863.97357353 -2944913.155953,-7001853.3825748 -2944910.30896721,-7001829.36541679 -2944918.42734206,-7001807.93460779 -2944937.44054586,-7001688.86205839 -2945000.142062,-7001570.42165435 -2945058.37108267,-7001476.26901113 -2945117.88624975,-7001293.87326157 -2945209.5780001)",track,yes,,gravel,,,,,,,,
"LINESTRING (-7002844.17688916 -2945069.94245916,-7002797.41924307 -2944927.8577029,-7002711.82339075 -2944722.54792692,-7002701.94883771 -2944721.89436528,-7002616.6958241 -2944759.98791795)",track,yes,,,,,,,,grade3,bad,
"LINESTRING (-7003398.66593273 -2945012.73282867,-7003370.98467834 -2944981.43227619,-7003345.70915462 -2944957.40516428,-7003309.36648365 -2944931.61234623,-7003290.52066868 -2944902.97591903,-7003265.71250315 -2944849.31173972,-7003238.49533232 -2944792.16306799,-7003228.29578444 -2944761.83245204,-7003211.43694711 -2944720.83537683,-7003190.33469687 -2944674.51726587,-7003164.62532384 -2944623.63580474,-7003123.14032913 -2944527.68644907)",track,,,unpaved,,,,,,,,
"LINESTRING (-7003647.29558937 -2944784.06678412,-7003651.98474259 -2944772.20410192,-7003652.6784829 -2944761.630692,-7003551.42296922 -2944549.40916036,-7003458.26566392 -2944363.89327251)",track,yes,,,,,,,,grade3,bad,
"LINESTRING (-7004615.50055771 -2944137.01289687,-7004607.96217732 -2944155.47207802,-7004608.79190918 -2944170.69191997,-7004612.69436328 -2944188.64029075,-7004617.85125188 -2944201.59829806,-7004619.73969421 -2944214.33060962,-7004616.30647177 -2944222.4534415,-7004605.19101093 -2944232.35498754,-7004585.49244898 -2944239.81465,-7004568.61631371 -2944239.76758032,-7004546.99397922 -2944245.48205396,-7004517.84762585 -2944260.68203882,-7004503.9227388 -2944267.80683159,-7004494.29885167 -2944267.84641843,-7004488.84618496 -2944262.72847207,-7004482.45209954 -2944254.09991407)",track,,,,,,,,,grade2,bad,
"LINESTRING (-7004732.77369481 -2944081.75159036,-7004754.52268616 -2944091.5969376,-7004772.76572824 -2944106.02708544,-7004782.58711771 -2944124.9024293,-7004785.06569028 -2944150.54051408,-7004781.96320607 -2944166.82424782,-7004761.10417474 -2944188.33441342,-7004727.80995949 -2944204.67130474,-7004695.18750595 -2944209.53942975,-7004661.03418369 -2944206.65282701,-7004637.32077613 -2944210.12594522,-7004619.73969421 -2944214.33060962)",track,,,,,,,,,grade2,bad,
"LINESTRING (-7010156.4442532 -2929591.33043168,-7009806.21045714 -2929662.68651411,-7009724.11182788 -2929679.16429528)",track,,,,,,,,,,,
"LINESTRING (-7012403.68226765 -2928709.97772087,-7011997.30142466 -2928715.12346648,-7011698.88727539 -2928715.67330703,-7011424.85897817 -2928716.33202896,-7011313.84439534 -2928798.69349414,-7011293.32772593 -2928803.95579914,-7011080.18443563 -2928893.66454187,-7010952.59777475 -2928947.37376563,-7010829.19642468 -2929013.37599595,-7010679.58087709 -2929072.87908731,-7010599.09529676 -2929098.57491777,-7010526.74747085 -2929102.63475644,-7010470.20868178 -2929087.59481123,-7010402.87211604 -2929065.97794015,-7010339.58830706 -2929036.09209157,-7010285.01967857 -2929001.55859399,-7010204.15798463 -2928933.09964648)",track,yes,,,,,,,,,,
"LINESTRING (-7011176.13945058 -2928228.82941281,-7010878.45280511 -2928347.34445245,-7010902.98050394 -2928434.96845953,-7010705.82526408 -2928536.38727115,-7010663.00395182 -2928602.37812764,-7010547.29526042 -2928665.76653356,-7010420.97810506 -2928657.36391632,-7010311.42054773 -2928600.52165399)",track,yes,,,,,,,,,,
"LINESTRING (-7011293.32772593 -2928803.95579914,-7011286.05592192 -2928791.27585761,-7011227.99536879 -2928559.0984944,-7011204.64861856 -2928304.31382878,-7011202.56827434 -2928281.53989625,-7011176.13945058 -2928228.82941281)",track,yes,,,,,,,,,,
"LINESTRING (-7009503.65894357 -2928714.34469992,-7009307.514979 -2928769.67974646)",track,yes,,,,,,,,,,
"LINESTRING (-6999191.85938139 -2944454.7749094,-6999342.70175415 -2944099.58985825,-6999341.15522096 -2944087.34429208,-6999337.29704347 -2944081.44607831,-6999330.71226419 -2944075.38528163,-6999255.11664935 -2944049.52414216)",track,yes,,gravel,10,,,,,grade3,bad,
"LINESTRING (-6998957.64811913 -2944332.43114562,-6998974.59395476 -2944278.47525342,-6999044.10755941 -2944144.8707487)",track,,,gravel,,,,,,grade3,,
"LINESTRING (-6998899.59746466 -2944306.01959381,-6998951.30861134 -2944193.35183197,-6998970.12877589 -2944160.26639873,-6998974.77807499 -2944135.08214535,-6998987.19554239 -2944067.90367048,-6999035.27846662 -2943994.78335687)",track,,,gravel,10,,,,,grade3,,
"LINESTRING (-6999615.7883328 -2945666.89024023,-6999612.76285524 -2945652.66867993,-6999610.86769489 -2945635.93719139,-6999604.0742654 -2945605.76018594,-6999584.21494404 -2945570.52451698,-6999568.28876049 -2945548.65131546,-6999552.46995372 -2945532.61435614,-6999523.47310124 -2945494.04183346,-6999474.86373711 -2945417.47075244)",track,,,gravel,,,,,,,bad,
"LINESTRING (-6998962.03494065 -2944791.17405621,-6998910.51979029 -2944768.89327741,-6998880.80052335 -2944739.38870748,-6998884.90765101 -2944710.21507116,-6998902.25558354 -2944664.80078358,-6998919.76238687 -2944621.46041528,-6998917.66170435 -2944608.80969117,-6998908.83410387 -2944600.04931599,-6998894.41742312 -2944603.30630325,-6998835.40404213 -2944648.91232232,-6998811.07489396 -2944656.07234744)",track,,,gravel,,,,,,grade3,bad,
"LINESTRING (-6998705.20277879 -2944565.17080407,-6998722.84187816 -2944484.28258708,-6998729.67767082 -2944402.87200204,-6998751.12530547 -2944290.33155433,-6998759.44038816 -2944246.70149031)",track,,,gravel,10,,,,,grade3,bad,
"LINESTRING (-6998696.39884901 -2944285.24258933,-6998729.09184044 -2944293.58623264,-6998751.12530547 -2944290.33155433)",track,,,gravel,10,,,,,grade3,bad,
"LINESTRING (-7000282.8947496 -2936084.74014425,-7000287.27179897 -2936147.82481709,-7000289.41672745 -2936229.41608819,-7000295.56237942 -2936291.71622022,-7000298.3126578 -2936334.73693535,-7000287.12028004 -2936365.76181759,-7000197.59163644 -2936432.65522768,-7000114.68992378 -2936486.14217457)",track,yes,,,,,,,,,,
"LINESTRING (-6999015.02246468 -2932149.16318638,-6999002.00656974 -2932206.77448545,-6998981.2562844 -2932256.61370646,-6998949.47995402 -2932324.8166715,-6998934.45970529 -2932359.15523193,-6998917.17669447 -2932414.59143234,-6998896.6074625 -2932471.16435378,-6998868.41349458 -2932529.61107163)",track,,,,,,,,,,,
"LINESTRING (-6999315.68947121 -2932380.80203442,-6999314.42758362 -2932425.98543136,-6999302.43905942 -2932472.07017088,-6999281.54442299 -2932506.03077739,-6999234.45819156 -2932546.12680374)",track,,,,,,,,,,,
"LINESTRING (-7009533.16809591 -2947270.96330549,-7009475.2185418 -2947114.70437275,-7009406.7620111 -2946920.53211217,-7009380.7203471 -2946900.4234381,-7009336.79590936 -2946909.91498469,-7009302.17880992 -2946924.82544194,-7009285.16255792 -2946922.01066049,-7009271.98186046 -2946908.27185289,-7009251.9714794 -2946858.28596125,-7009225.16602892 -2946778.51499414,-7009202.61546794 -2946740.10173228,-7009183.59777766 -2946699.42982004,-7009158.58287287 -2946636.16028465,-7009113.11752567 -2946535.91993077,-7009080.52474857 -2946468.75844995)",track,,,,,,,,,,,
"LINESTRING (-7008868.55640564 -2945364.53925898,-7008818.29952837 -2945385.70688346,-7008669.58783558 -2945437.04056823)",track,,,,,,,,,,,
"LINESTRING (-7016130.4036386 -2943159.90839166,-7015729.89146521 -2943325.61366505)",track,,,,,,,,,,,
"LINESTRING (-6998400.95168471 -2943296.22052635,-6998248.83154097 -2943221.98315125)",track,,,,,,,,,grade2,bad,
"LINESTRING (-6999833.55003381 -2943067.20830424,-6999798.77038459 -2943047.23275437,-6999778.03340449 -2943025.37214947)",track,,,,,,,,,grade3,bad,
"LINESTRING (-6998422.85960254 -2943237.18856322,-6998287.77472507 -2943169.26146453)",track,,,,,,,,,grade2,bad,
"LINESTRING (-6998436.16746667 -2943198.04741849,-6998322.63875485 -2943148.91660676)",track,,,,,,,,,grade2,bad,
"LINESTRING (-6998480.05536422 -2943066.51419662,-6998595.87647871 -2943132.9374485,-6998467.29139439 -2943454.88039509,-6998358.96312971 -2943409.34789214)",track,,,,,,,,,grade2,bad,
"LINESTRING (-6999735.8713484 -2942904.46713086,-6999736.89811208 -2942920.61413425,-6999709.53303979 -2942988.68592783)",track,,,,,,,,,grade2,bad,
"LINESTRING (-6998468.93993908 -2943101.68158942,-6998414.89216118 -2943082.9700341,-6998371.10296848 -2943060.9115749,-6998327.58269863 -2943020.57294382,-6998310.9090598 -2943012.32021477)",track,,,,,,,,,grade2,bad,
"LINESTRING (-6998485.70001549 -2943048.09282443,-6998357.44336186 -2942988.55881181)",track,,,,,,,,,grade2,bad,
"LINESTRING (-6999657.88197618 -2942586.04560264,-6999605.6339711 -2942546.46348565)",track,,,,,,,,,grade2,bad,
"LINESTRING (-6999531.28535926 -2942761.34164662,-6999452.87634602 -2942696.51733861)",track,,,,,,,,,grade2,bad,
"LINESTRING (-6999565.39036539 -2942714.13449191,-6999486.67159331 -2942634.82408024)",track,,,,,,,,,grade2,bad,
